iteration,train,validation,error,accuracy,breakCounter
1,39.78980138408615,113.96218646508721,0.5138893222215934,0.4765625,0
2,39.24108735516732,113.38327670864606,0.5145571081346828,0.4765625,0
3,38.70614624342668,112.81220901707346,0.5112069048504841,0.4765625,0
4,38.212304651544585,112.27994066590229,0.5033387823339599,0.5,0
5,37.763125178215375,111.81733932548181,0.4943091246874559,0.5,0
6,37.41183918191857,111.45250099530601,0.48755670163707643,0.5390625,0
7,37.197027592561234,111.20620852036058,0.4808879666648944,0.5234375,0
8,37.13468767528526,111.08266633353325,0.4814971902302356,0.53125,0
9,37.164778697470155,111.03266502742912,0.48438549291640187,0.5,0
10,37.22017418684185,111.01218985424768,0.48596333782562307,0.5390625,0
20,36.60700978054305,109.68869274125531,0.48073033240751695,0.515625,0
30,36.17506947469288,108.49807095800614,0.475745479361417,0.5625,0
40,35.75787915930956,107.30785313532408,0.47333253022219834,0.5234375,0
50,35.32826836001747,106.09905566158312,0.46687003008948835,0.5625,0
60,34.90100085665747,104.88861399595494,0.4642755835245558,0.5703125,0
70,34.48907408820914,103.67587594780493,0.46079017518461346,0.5546875,0
80,34.07317466575854,102.4612800462699,0.4567739137841327,0.5546875,0
90,33.65910013311297,101.25159756361079,0.45415631156609937,0.5546875,0
100,33.24987764432981,100.04277378875145,0.45129862969527357,0.546875,0
110,32.84042767491883,98.83978143036181,0.4485571257335999,0.5625,0
120,32.43418813276079,97.64383269837793,0.4460485087857091,0.5703125,0
130,32.0293214216242,96.45202574404307,0.4429680681098523,0.5703125,0
140,31.628258241149997,95.26371585844187,0.43954940335071335,0.578125,0
150,31.22750933881002,94.08863359766659,0.4375336953603992,0.5859375,0
160,30.836571452755685,92.9198823988547,0.43520967303890634,0.6015625,0
170,30.44764095724627,91.75829194906703,0.43271410280641254,0.59375,0
180,30.059892592880978,90.60769410063072,0.4305555241227653,0.6015625,0
190,29.678055612203316,89.46897880418274,0.42867243395557764,0.6015625,0
200,29.29738223846796,88.35197888280521,0.42787181386354856,0.609375,0
210,28.918532706825864,87.23889599280567,0.4272896815518932,0.6171875,0
220,28.545976439620198,86.13077519568715,0.42617276346389665,0.6171875,0
230,28.1763844990706,85.03365664586183,0.42500130627232313,0.6171875,0
240,27.808901483849727,83.9475331565323,0.424094154317608,0.625,0
250,27.447616221552686,82.87342997644113,0.4235475351660942,0.625,0
260,27.08421724506425,81.8107433676051,0.4232438341030701,0.6171875,0
270,26.73180716837366,80.75640772859543,0.42220964542430495,0.6328125,0
280,26.379426974075987,79.71368204631005,0.4215189255330622,0.6328125,0
290,26.029940743422777,78.68062579143393,0.42038654968557077,0.6328125,0
300,25.68301796850647,77.65997043518622,0.4195661635769359,0.625,0
310,25.342123359847974,76.65093761331971,0.4186507045102084,0.6328125,0
320,25.008864044991828,75.65329330590815,0.4174861241802637,0.640625,0
330,24.67664241960754,74.66822870750784,0.4167080998260456,0.640625,0
340,24.345937095090907,73.69480247365532,0.41629636158129324,0.640625,0
350,24.019510145283945,72.73763529075747,0.4173323669410701,0.6328125,0
360,23.700787153389076,71.77965412309572,0.4147351420513655,0.640625,0
370,23.381188014041193,70.84010047539223,0.41444100299633946,0.640625,0
380,23.068279468612182,69.9087694751899,0.4139778716881074,0.6328125,0
390,22.7591387983752,68.98718849404199,0.4131265414802633,0.6328125,0
400,22.45382632756902,68.07909891280224,0.41249539164283844,0.6328125,0
410,22.152730835287073,67.17980216157044,0.4120289919362305,0.6328125,0
420,21.851748529674108,66.30150249819715,0.4142608597395656,0.625,0
430,21.556433216417183,65.41745591485936,0.4114927528716435,0.6328125,0
440,21.263502545355692,64.55992772449213,0.41465998542490745,0.6171875,0
450,20.97464258924509,63.70158482644158,0.4144479969107722,0.6171875,0
460,20.69137515675639,62.853719733848905,0.4135376185795794,0.6171875,0
470,20.40920989068335,62.02208151345658,0.41327130623185726,0.6171875,0
480,20.131810042040453,61.19555881010551,0.41189309844708577,0.6171875,0
490,19.856703657968588,60.3819571484582,0.41146877158190776,0.6171875,0
500,19.585187833193874,59.57840049910458,0.41124238388053147,0.6171875,0
510,19.316504632901406,58.779929777074706,0.4095723201614542,0.6171875,0
520,19.0482385376394,57.992279242471014,0.4088671799479927,0.6328125,0
530,18.785800309531744,57.21452172045754,0.40727783739919454,0.6328125,0
540,18.524860375571954,56.44685670149728,0.4061655895131162,0.640625,0
550,18.270365087522947,55.690850946792544,0.4052098595599928,0.6328125,0
560,18.01900770060429,54.94119149266621,0.40337586925262425,0.640625,0
570,17.770723571101076,54.202696039197136,0.40216501515895475,0.6484375,0
580,17.52482901289484,53.471785668601974,0.4004491867604472,0.6484375,0
590,17.282941053652795,52.7488072532005,0.39878183693813485,0.6484375,0
600,17.043578432419196,52.03748610360169,0.3973319176013079,0.671875,0
610,16.806915377336473,51.336657733697486,0.3963892594033144,0.671875,0
620,16.573890251009985,50.64585346559768,0.3954002765727645,0.6796875,0
630,16.343779422528634,49.96481033395235,0.3944532543621746,0.6875,0
640,16.117190488262437,49.2892384242209,0.39285684864474824,0.6796875,0
650,15.893176126198314,48.62021275533665,0.3910308541994997,0.6875,0
660,15.671972607665463,47.96113711651543,0.3898122357831858,0.6875,0
670,15.45356944559963,47.31146151411376,0.38849890170713763,0.6875,0
680,15.237671281579523,46.674292066757836,0.3877939647638112,0.6875,0
690,15.024303032305392,46.04368298060624,0.3867201473912357,0.6796875,0
700,14.814046612648234,45.41781623849563,0.3849964821777502,0.6796875,0
710,14.60598163779129,44.8004768046263,0.38358652524866577,0.6796875,0
720,14.401498960125846,44.19089863545486,0.38222555892720156,0.6796875,0
730,14.19919119465983,43.58736291042697,0.38001447886177137,0.671875,0
740,13.999922095545521,42.99473819008571,0.37901706749468655,0.6640625,0
750,13.803202754379974,42.40877898545516,0.37743080061905954,0.6640625,0
760,13.60922520870925,41.82840578118194,0.37519958015117816,0.6640625,0
770,13.417771245227994,41.257478436123115,0.3739232180651163,0.671875,0
780,13.229698320012833,40.693475555731325,0.37229164636679324,0.671875,0
790,13.044180152392135,40.137969949972785,0.37106414155667455,0.6796875,0
800,12.860936939254968,39.59035607155976,0.36982448418277314,0.6953125,0
810,12.680555349302102,39.04917451170956,0.3683542515205728,0.6953125,0
820,12.502524081116873,38.51566976766807,0.36727746180074294,0.6953125,0
830,12.326843026682308,37.989803690021326,0.3661162377965502,0.6953125,0
840,12.153977890645676,37.47122529315027,0.36474358479149094,0.6953125,0
850,11.98280467295982,36.958460925173306,0.3628693590795721,0.6953125,0
860,11.813863063952896,36.452805422442665,0.361388555940505,0.6953125,0
870,11.647235928514478,35.95334483146921,0.36020967186435426,0.6953125,0
880,11.483356042177222,35.460150692327176,0.3590451517546658,0.6953125,0
890,11.32174421094567,34.97493720981744,0.3589406059115498,0.6953125,0
900,11.162382006956493,34.49569137415028,0.3584309078061549,0.6953125,0
910,11.00560582049004,34.02302663798253,0.35802791914899096,0.6953125,0
920,10.850372468315316,33.5561641905989,0.35727855786581764,0.703125,0
930,10.698317192223374,33.09523335525645,0.3564671570437611,0.7109375,0
940,10.547828623374249,32.64008432918257,0.3556310654512226,0.703125,0
950,10.399181089667549,32.190730756428565,0.3548020277424247,0.703125,0
960,10.25256178702886,31.747050191602455,0.3532815409964834,0.703125,0
970,10.108200849408577,31.311089357209983,0.3524474086599218,0.7109375,0
980,9.965706966401198,30.880487477805254,0.35143666361925685,0.7109375,0
990,9.825404739138474,30.455648825723422,0.3503064052076585,0.7109375,0
1000,9.686799648716116,30.03747994553677,0.34962692465701634,0.7109375,0
1010,9.5502024949118,29.624106422273776,0.34860550987630745,0.703125,0
1020,9.41457529750106,29.215333533492053,0.34706167433714197,0.703125,0
1030,9.28225608806412,28.813331113715286,0.3458008695387633,0.6953125,0
1040,9.150896192240053,28.415107207070943,0.3442312530874135,0.6953125,0
1050,9.021192787458984,28.020823597148254,0.3424438391603274,0.7109375,0
1060,8.892786823985947,27.631400762549482,0.3396682160878665,0.7109375,0
1070,8.76589360472735,27.249084591553203,0.3363253310072368,0.71875,0
1080,8.641102321773994,26.877166468194947,0.33465798725536067,0.71875,0
1090,8.518016282381847,26.504699980341766,0.33225229833321845,0.71875,0
1100,8.396604347965617,26.141635867230086,0.33157179114780977,0.734375,0
1110,8.277041361446575,25.78199823487886,0.3296660110297545,0.734375,0
1120,8.15949587772747,25.426960317479203,0.3289817587788093,0.734375,0
1130,8.043410224996537,25.075321093420587,0.32744704271149894,0.734375,0
1140,7.9286790879712985,24.731007424048258,0.326329628713556,0.71875,0
1150,7.815814964455235,24.391826701778637,0.32548440046505944,0.7265625,0
1160,7.704556176012456,24.057180631000932,0.32478925130802927,0.7265625,0
1170,7.594375000951488,23.727954780871855,0.32400430255932444,0.7265625,0
1180,7.486196234456699,23.40302201304214,0.32309461077165036,0.734375,0
1190,7.379408302321373,23.082160664770527,0.32182838945446146,0.734375,0
1200,7.274050519847603,22.766894143311198,0.3210214245709875,0.734375,0
1210,7.170282951522013,22.456040468149904,0.3203278326451051,0.7265625,0
1220,7.06779490499641,22.147884442005036,0.31888515874133255,0.7421875,0
1230,6.966498466845359,21.84695037327705,0.31841010326058117,0.7421875,0
1240,6.866475064918806,21.550400101593798,0.31839517253985355,0.7421875,0
1250,6.767867083095181,21.257032549415417,0.317929917321771,0.734375,0
1260,6.671377251275648,20.967533798550956,0.31692963032616794,0.734375,0
1270,6.575840894228019,20.68248581705144,0.3158930572215165,0.734375,0
1280,6.481565693561609,20.400922781669575,0.3145040602152544,0.734375,0
1290,6.3886389548297755,20.122613382304223,0.3130502738111448,0.7421875,0
1300,6.297094761045697,19.848535609889943,0.31183290562254956,0.7421875,0
1310,6.206652437562454,19.577704684511772,0.31069857977594306,0.7421875,0
1320,6.117911895842022,19.309784295727624,0.3094303288073894,0.75,0
1330,6.030189743278675,19.04591159024681,0.3079454979041627,0.75,0
1340,5.9438995146090114,18.784985837160836,0.3060343157043537,0.75,0
1350,5.858722476460032,18.52768753316285,0.30480368594956286,0.7421875,0
1360,5.774770711265274,18.274768196260894,0.303219392987098,0.75,0
1370,5.69182616792127,18.025340867836977,0.3031188108464049,0.7421875,0
