Step	Memory_MB	Time
Start	227.954688	2022-11-09 17:52:08
Data loaded	339.324928	2022-11-09 17:52:09
Setup data	447.01696	2022-11-09 17:52:17
Setup Network	489.406464	2022-11-09 17:53:43
Setup Tensorflow NW	779.022336	2022-11-09 17:54:04
Setup Tensorflow	1401.716736	2022-11-09 17:54:28
Initiated Tensorflow	2364.305408	2022-11-09 17:54:31
Prepared Training	2364.305408	2022-11-09 17:54:31
Trained Tensorflow	8047.0016	2022-11-09 18:44:38
Loaded Best Model	8047.0016	2022-11-09 18:44:38
Tensorflow results accuracy	9035.616256	2022-11-09 18:49:07
Tensorflow numgrad 0	9306.943488	2022-11-09 18:51:24
Tensorflow numgrad 1	9751.392256	2022-11-09 18:55:52
Tensorflow numgrad 10	9751.392256	2022-11-09 18:55:52
Tensorflow numgrad 100	9751.392256	2022-11-09 18:55:52
Tensorflow numgrad 101	9751.392256	2022-11-09 18:55:53
Tensorflow numgrad 102	9751.392256	2022-11-09 18:55:53
Tensorflow numgrad 103	9751.392256	2022-11-09 18:55:54
Tensorflow numgrad 104	9751.392256	2022-11-09 18:55:54
Tensorflow numgrad 105	9751.392256	2022-11-09 18:55:54
Tensorflow numgrad 106	9751.392256	2022-11-09 18:55:55
Tensorflow numgrad 107	9751.392256	2022-11-09 18:55:55
Tensorflow numgrad 108	9751.392256	2022-11-09 18:55:56
Tensorflow numgrad 109	9751.392256	2022-11-09 18:55:56
Tensorflow numgrad 11	9751.392256	2022-11-09 18:55:57
Tensorflow numgrad 110	9751.392256	2022-11-09 18:55:57
Tensorflow numgrad 111	9751.392256	2022-11-09 18:55:57
Tensorflow numgrad 112	9751.392256	2022-11-09 18:55:58
Tensorflow numgrad 113	9751.392256	2022-11-09 18:55:58
Tensorflow numgrad 114	9751.392256	2022-11-09 18:55:59
Tensorflow numgrad 115	9751.392256	2022-11-09 18:55:59
Tensorflow numgrad 116	9751.392256	2022-11-09 18:56:00
Tensorflow numgrad 117	9751.392256	2022-11-09 18:56:00
Tensorflow numgrad 118	9751.392256	2022-11-09 18:56:00
Tensorflow numgrad 119	9751.392256	2022-11-09 18:56:01
Tensorflow numgrad 12	9751.392256	2022-11-09 18:56:01
Tensorflow numgrad 12-EthanediolEthyleneglycolConsumptionimport	9751.392256	2022-11-09 18:56:02
Tensorflow numgrad 12-EthanediolEthyleneglycolProductionexport	9751.392256	2022-11-09 18:56:02
Tensorflow numgrad 12-propanediolPropenediolPropyleneglycolR-12-propanediolR-propane-12-diolS-12-propanediolS-propane-12-diolConsumptionimport	9751.392256	2022-11-09 18:56:02
Tensorflow numgrad 12-propanediolPropenediolPropyleneglycolR-12-propanediolR-propane-12-diolS-12-propanediolS-propane-12-diolProductionexport	9751.392256	2022-11-09 18:56:03
Tensorflow numgrad 120	9751.392256	2022-11-09 18:56:03
Tensorflow numgrad 121	9751.392256	2022-11-09 18:56:04
Tensorflow numgrad 122	9751.392256	2022-11-09 18:56:04
Tensorflow numgrad 123	9751.392256	2022-11-09 18:56:05
Tensorflow numgrad 124	9751.392256	2022-11-09 18:56:05
Tensorflow numgrad 125	9751.392256	2022-11-09 18:56:05
Tensorflow numgrad 126	9751.392256	2022-11-09 18:56:06
