Step	Memory_MB	Time
Start	220.913664	2022-11-09 10:43:52
Data loaded	332.079104	2022-11-09 10:43:53
Setup data	394.01472	2022-11-09 10:43:54
Setup Network	399.130624	2022-11-09 10:44:04
Setup Tensorflow NW	545.980416	2022-11-09 10:44:11
Setup Tensorflow	1097.355264	2022-11-09 10:44:31
Initiated Tensorflow	1719.312384	2022-11-09 10:44:33
Prepared Training	1721.356288	2022-11-09 10:44:33
Trained Tensorflow	2493.595648	2022-11-09 11:03:59
Loaded Best Model	2493.595648	2022-11-09 11:03:59
Tensorflow results accuracy	2882.609152	2022-11-09 11:04:49
Tensorflow numgrad 0	2957.340672	2022-11-09 11:05:15
Tensorflow numgrad 1	3092.779008	2022-11-09 11:06:04
Tensorflow numgrad 10	3092.779008	2022-11-09 11:06:04
Tensorflow numgrad 100	3092.779008	2022-11-09 11:06:04
Tensorflow numgrad 101	3092.779008	2022-11-09 11:06:04
Tensorflow numgrad 102	3092.779008	2022-11-09 11:06:04
Tensorflow numgrad 103	3092.779008	2022-11-09 11:06:04
Tensorflow numgrad 104	3092.779008	2022-11-09 11:06:04
Tensorflow numgrad 105	3092.779008	2022-11-09 11:06:04
Tensorflow numgrad 106	3092.779008	2022-11-09 11:06:04
Tensorflow numgrad 107	3092.779008	2022-11-09 11:06:04
Tensorflow numgrad 108	3092.779008	2022-11-09 11:06:04
Tensorflow numgrad 109	3092.779008	2022-11-09 11:06:04
Tensorflow numgrad 11	3092.779008	2022-11-09 11:06:05
Tensorflow numgrad 110	3092.779008	2022-11-09 11:06:05
Tensorflow numgrad 111	3092.779008	2022-11-09 11:06:05
Tensorflow numgrad 112	3092.779008	2022-11-09 11:06:05
Tensorflow numgrad 113	3092.779008	2022-11-09 11:06:05
Tensorflow numgrad 114	3092.779008	2022-11-09 11:06:05
Tensorflow numgrad 115	3092.779008	2022-11-09 11:06:05
Tensorflow numgrad 116	3092.779008	2022-11-09 11:06:05
Tensorflow numgrad 117	3092.779008	2022-11-09 11:06:05
Tensorflow numgrad 118	3092.779008	2022-11-09 11:06:05
Tensorflow numgrad 119	3092.779008	2022-11-09 11:06:05
Tensorflow numgrad 12	3092.779008	2022-11-09 11:06:05
Tensorflow numgrad 12-EthanediolEthyleneglycolConsumptionimport	3092.779008	2022-11-09 11:06:06
Tensorflow numgrad 12-EthanediolEthyleneglycolProductionexport	3092.779008	2022-11-09 11:06:06
Tensorflow numgrad 12-propanediolPropenediolPropyleneglycolR-12-propanediolR-propane-12-diolS-12-propanediolS-propane-12-diolConsumptionimport	3092.779008	2022-11-09 11:06:06
Tensorflow numgrad 12-propanediolPropenediolPropyleneglycolR-12-propanediolR-propane-12-diolS-12-propanediolS-propane-12-diolProductionexport	3092.779008	2022-11-09 11:06:06
Tensorflow numgrad 120	3092.779008	2022-11-09 11:06:06
Tensorflow numgrad 121	3092.779008	2022-11-09 11:06:06
Tensorflow numgrad 122	3092.779008	2022-11-09 11:06:06
Tensorflow numgrad 123	3092.779008	2022-11-09 11:06:06
Tensorflow numgrad 124	3092.779008	2022-11-09 11:06:06
Tensorflow numgrad 125	3092.779008	2022-11-09 11:06:06
Tensorflow numgrad 126	3092.779008	2022-11-09 11:06:06
Tensorflow numgrad 127	3092.779008	2022-11-09 11:06:06
Tensorflow numgrad 128	3092.779008	2022-11-09 11:06:07
Tensorflow numgrad 129	3092.779008	2022-11-09 11:06:07
Tensorflow numgrad 13	3092.779008	2022-11-09 11:06:07
Tensorflow numgrad 13-PropanediolConsumptionimportproductionexport	3092.779008	2022-11-09 11:06:07
Tensorflow numgrad 13-PropanediolProductionexport	3092.779008	2022-11-09 11:06:07
Tensorflow numgrad 130	3092.779008	2022-11-09 11:06:07
Tensorflow numgrad 131	3092.779008	2022-11-09 11:06:07
Tensorflow numgrad 132	3092.779008	2022-11-09 11:06:07
Tensorflow numgrad 133	3092.779008	2022-11-09 11:06:07
Tensorflow numgrad 134	3092.779008	2022-11-09 11:06:07
Tensorflow numgrad 135	3092.779008	2022-11-09 11:06:07
Tensorflow numgrad 136	3092.779008	2022-11-09 11:06:07
Tensorflow numgrad 137	3092.779008	2022-11-09 11:06:08
Tensorflow numgrad 138	3092.779008	2022-11-09 11:06:08
Tensorflow numgrad 139	3092.779008	2022-11-09 11:06:08
Tensorflow numgrad 14	3092.779008	2022-11-09 11:06:08
Tensorflow numgrad 140	3092.779008	2022-11-09 11:06:08
Tensorflow numgrad 141	3092.779008	2022-11-09 11:06:08
Tensorflow numgrad 142	3092.779008	2022-11-09 11:06:08
Tensorflow numgrad 143	3092.779008	2022-11-09 11:06:08
Tensorflow numgrad 144	3092.779008	2022-11-09 11:06:08
Tensorflow numgrad 145	3092.779008	2022-11-09 11:06:08
Tensorflow numgrad 146	3092.779008	2022-11-09 11:06:08
Tensorflow numgrad 147	3092.779008	2022-11-09 11:06:08
Tensorflow numgrad 148	3092.779008	2022-11-09 11:06:09
Tensorflow numgrad 149	3092.779008	2022-11-09 11:06:09
