Step	Memory_MB	Time
Start	228.143104	2022-11-10 05:55:07
Data loaded	339.656704	2022-11-10 05:55:08
Setup data	402.046976	2022-11-10 05:55:11
Setup Network	419.651584	2022-11-10 05:55:46
Setup Tensorflow NW	666.456064	2022-11-10 05:55:59
Setup Tensorflow	1358.225408	2022-11-10 05:56:24
Initiated Tensorflow	2220.580864	2022-11-10 05:56:27
Prepared Training	2222.473216	2022-11-10 05:56:27
Trained Tensorflow	4680.650752	2022-11-10 06:32:15
Loaded Best Model	4680.650752	2022-11-10 06:32:15
Tensorflow results accuracy	5411.909632	2022-11-10 06:34:25
Tensorflow numgrad 0	5562.331136	2022-11-10 06:35:30
Tensorflow numgrad 1	5847.805952	2022-11-10 06:37:36
Tensorflow numgrad 10	5847.805952	2022-11-10 06:37:37
Tensorflow numgrad 100	5847.805952	2022-11-10 06:37:37
Tensorflow numgrad 101	5847.805952	2022-11-10 06:37:37
Tensorflow numgrad 102	5847.805952	2022-11-10 06:37:37
Tensorflow numgrad 103	5847.805952	2022-11-10 06:37:37
Tensorflow numgrad 104	5847.805952	2022-11-10 06:37:38
Tensorflow numgrad 105	5847.805952	2022-11-10 06:37:38
Tensorflow numgrad 106	5847.805952	2022-11-10 06:37:38
Tensorflow numgrad 107	5847.805952	2022-11-10 06:37:38
Tensorflow numgrad 108	5847.805952	2022-11-10 06:37:38
Tensorflow numgrad 109	5847.805952	2022-11-10 06:37:39
Tensorflow numgrad 11	5847.805952	2022-11-10 06:37:39
Tensorflow numgrad 110	5847.805952	2022-11-10 06:37:39
Tensorflow numgrad 111	5847.805952	2022-11-10 06:37:39
Tensorflow numgrad 112	5847.805952	2022-11-10 06:37:39
Tensorflow numgrad 113	5847.805952	2022-11-10 06:37:40
Tensorflow numgrad 114	5847.805952	2022-11-10 06:37:40
Tensorflow numgrad 115	5847.805952	2022-11-10 06:37:40
Tensorflow numgrad 116	5847.805952	2022-11-10 06:37:40
Tensorflow numgrad 117	5847.805952	2022-11-10 06:37:40
Tensorflow numgrad 118	5847.805952	2022-11-10 06:37:41
Tensorflow numgrad 119	5847.805952	2022-11-10 06:37:41
Tensorflow numgrad 12	5847.805952	2022-11-10 06:37:41
Tensorflow numgrad 12-EthanediolEthyleneglycolConsumptionimport	5847.805952	2022-11-10 06:37:41
Tensorflow numgrad 12-EthanediolEthyleneglycolProductionexport	5847.805952	2022-11-10 06:37:41
Tensorflow numgrad 12-propanediolPropenediolPropyleneglycolR-12-propanediolR-propane-12-diolS-12-propanediolS-propane-12-diolConsumptionimport	5847.805952	2022-11-10 06:37:42
Tensorflow numgrad 12-propanediolPropenediolPropyleneglycolR-12-propanediolR-propane-12-diolS-12-propanediolS-propane-12-diolProductionexport	5847.805952	2022-11-10 06:37:42
Tensorflow numgrad 120	5847.805952	2022-11-10 06:37:42
Tensorflow numgrad 121	5847.805952	2022-11-10 06:37:42
Tensorflow numgrad 122	5847.805952	2022-11-10 06:37:42
Tensorflow numgrad 123	5847.805952	2022-11-10 06:37:43
Tensorflow numgrad 124	5847.805952	2022-11-10 06:37:43
Tensorflow numgrad 125	5847.805952	2022-11-10 06:37:43
Tensorflow numgrad 126	5847.805952	2022-11-10 06:37:43
Tensorflow numgrad 127	5847.805952	2022-11-10 06:37:43
Tensorflow numgrad 128	5847.805952	2022-11-10 06:37:44
Tensorflow numgrad 129	5847.805952	2022-11-10 06:37:44
Tensorflow numgrad 13	5847.805952	2022-11-10 06:37:44
Tensorflow numgrad 13-PropanediolConsumptionimportproductionexport	5847.805952	2022-11-10 06:37:44
Tensorflow numgrad 13-PropanediolProductionexport	5847.805952	2022-11-10 06:37:44
Tensorflow numgrad 130	5847.805952	2022-11-10 06:37:45
Tensorflow numgrad 131	5847.805952	2022-11-10 06:37:45
Tensorflow numgrad 132	5847.805952	2022-11-10 06:37:45
Tensorflow numgrad 133	5847.805952	2022-11-10 06:37:45
Tensorflow numgrad 134	5847.805952	2022-11-10 06:37:45
Tensorflow numgrad 135	5847.805952	2022-11-10 06:37:46
Tensorflow numgrad 136	5847.805952	2022-11-10 06:37:46
Tensorflow numgrad 137	5847.805952	2022-11-10 06:37:46
Tensorflow numgrad 138	5847.805952	2022-11-10 06:37:46
Tensorflow numgrad 139	5847.805952	2022-11-10 06:37:46
Tensorflow numgrad 14	5847.805952	2022-11-10 06:37:47
Tensorflow numgrad 140	5847.805952	2022-11-10 06:37:47
Tensorflow numgrad 141	5847.805952	2022-11-10 06:37:47
Tensorflow numgrad 142	5847.805952	2022-11-10 06:37:47
Tensorflow numgrad 143	5847.805952	2022-11-10 06:37:47
Tensorflow numgrad 144	5847.805952	2022-11-10 06:37:48
Tensorflow numgrad 145	5847.805952	2022-11-10 06:37:48
Tensorflow numgrad 146	5847.805952	2022-11-10 06:37:48
Tensorflow numgrad 147	5847.805952	2022-11-10 06:37:48
Tensorflow numgrad 148	5847.805952	2022-11-10 06:37:48
Tensorflow numgrad 149	5847.805952	2022-11-10 06:37:49
Tensorflow numgrad 15	5847.805952	2022-11-10 06:37:49
Tensorflow numgrad 150	5847.805952	2022-11-10 06:37:49
Tensorflow numgrad 151	5847.805952	2022-11-10 06:37:49
Tensorflow numgrad 152	5847.805952	2022-11-10 06:37:49
Tensorflow numgrad 153	5847.805952	2022-11-10 06:37:50
Tensorflow numgrad 154	5847.805952	2022-11-10 06:37:50
Tensorflow numgrad 155	5847.805952	2022-11-10 06:37:50
Tensorflow numgrad 156	5847.805952	2022-11-10 06:37:50
Tensorflow numgrad 157	5847.805952	2022-11-10 06:37:50
Tensorflow numgrad 158	5847.805952	2022-11-10 06:37:51
Tensorflow numgrad 159	5847.805952	2022-11-10 06:37:51
Tensorflow numgrad 16	5847.805952	2022-11-10 06:37:51
Tensorflow numgrad 160	5847.805952	2022-11-10 06:37:51
Tensorflow numgrad 161	5847.805952	2022-11-10 06:37:51
Tensorflow numgrad 162	5847.805952	2022-11-10 06:37:52
Tensorflow numgrad 163	5847.805952	2022-11-10 06:37:52
Tensorflow numgrad 164	5847.805952	2022-11-10 06:37:52
Tensorflow numgrad 165	5847.805952	2022-11-10 06:37:52
Tensorflow numgrad 166	5847.805952	2022-11-10 06:37:52
Tensorflow numgrad 167	5847.805952	2022-11-10 06:37:53
Tensorflow numgrad 168	5847.805952	2022-11-10 06:37:53
Tensorflow numgrad 169	5847.805952	2022-11-10 06:37:53
Tensorflow numgrad 17	5847.805952	2022-11-10 06:37:53
Tensorflow numgrad 170	5847.805952	2022-11-10 06:37:53
Tensorflow numgrad 171	5847.805952	2022-11-10 06:37:54
Tensorflow numgrad 172	5847.805952	2022-11-10 06:37:54
Tensorflow numgrad 173	5847.805952	2022-11-10 06:37:54
Tensorflow numgrad 174	5847.805952	2022-11-10 06:37:54
Tensorflow numgrad 175	5847.805952	2022-11-10 06:37:55
Tensorflow numgrad 176	5847.805952	2022-11-10 06:37:55
Tensorflow numgrad 177	5847.805952	2022-11-10 06:37:55
Tensorflow numgrad 178	5847.805952	2022-11-10 06:37:55
Tensorflow numgrad 179	5847.805952	2022-11-10 06:37:55
Tensorflow numgrad 18	5847.805952	2022-11-10 06:37:56
Tensorflow numgrad 180	5847.805952	2022-11-10 06:37:56
Tensorflow numgrad 181	5847.805952	2022-11-10 06:37:56
Tensorflow numgrad 182	5847.805952	2022-11-10 06:37:56
Tensorflow numgrad 183	5847.805952	2022-11-10 06:37:56
Tensorflow numgrad 184	5847.805952	2022-11-10 06:37:57
Tensorflow numgrad 185	5847.805952	2022-11-10 06:37:57
Tensorflow numgrad 186	5847.805952	2022-11-10 06:37:57
Tensorflow numgrad 187	5847.805952	2022-11-10 06:37:57
Tensorflow numgrad 188	5847.805952	2022-11-10 06:37:57
Tensorflow numgrad 189	5847.805952	2022-11-10 06:37:58
Tensorflow numgrad 19	5847.805952	2022-11-10 06:37:58
Tensorflow numgrad 190	5847.805952	2022-11-10 06:37:58
Tensorflow numgrad 191	5847.805952	2022-11-10 06:37:58
Tensorflow numgrad 192	5847.805952	2022-11-10 06:37:58
Tensorflow numgrad 193	5847.805952	2022-11-10 06:37:59
Tensorflow numgrad 194	5847.805952	2022-11-10 06:37:59
Tensorflow numgrad 195	5847.805952	2022-11-10 06:37:59
Tensorflow numgrad 196	5847.805952	2022-11-10 06:37:59
Tensorflow numgrad 197	5847.805952	2022-11-10 06:37:59
Tensorflow numgrad 198	5847.805952	2022-11-10 06:38:00
Tensorflow numgrad 199	5847.805952	2022-11-10 06:38:00
Tensorflow numgrad 2	5847.805952	2022-11-10 06:38:00
Tensorflow numgrad 2-Aminobutyricacid2-AminobutyrateProductionexport	5847.805952	2022-11-10 06:38:00
