Node,output
0,0.04156829541055056
1,0.03013756800901377
10,0.03793441207544916
100,0.11700522448607552
101,0.08147853298667744
102,-0.009499364719288944
103,-0.16608321399201556
104,0.2615215605668969
105,0.03014431342522694
106,-0.09172011950559208
107,-0.21794392302154256
108,0.23508703262893096
109,-0.04222069619748984
11,-0.08138396424531218
110,-0.07229340709751658
111,0.18804956109328458
112,0.10136823736154184
113,0.08936219262671549
114,0.03241828250039609
115,0.16908128228221916
116,-0.19670249170941928
117,0.2222498339970674
118,0.05836082361075937
119,0.14716698703465347
12,-0.056932319714481726
12-EthanediolEthyleneglycolConsumptionimport,-0.3081377277948199
12-EthanediolEthyleneglycolProductionexport,0.12792518858899787
12-propanediolPropenediolPropyleneglycolR-12-propanediolR-propane-12-diolS-12-propanediolS-propane-12-diolConsumptionimport,-0.04075290546989477
12-propanediolPropenediolPropyleneglycolR-12-propanediolR-propane-12-diolS-12-propanediolS-propane-12-diolProductionexport,-0.012594516687249382
120,0.12388186869579441
121,0.16049731132890788
122,0.08884352883606031
123,0.00256259518587308
124,0.13794161467964744
125,0.03579157705525032
126,0.23044088725640519
127,-0.14986277171842674
128,-0.18837301404358855
129,0.003465551734671897
13,-0.04932301571748294
13-PropanediolConsumptionimportproductionexport,-0.22061372227439294
13-PropanediolProductionexport,-0.17544019947456937
130,0.08938209416050713
131,0.021852507675183427
132,-0.09002717913778595
133,-0.09273420188544981
134,0.08174225358525845
135,0.06052679371422376
136,0.16479686175695846
137,-0.08854351186568253
138,0.18546333012206126
139,0.15823164625200564
14,-0.04321504082171568
140,0.38062141857501114
141,0.10059534091392994
142,-0.2296774440152456
143,0.14653245222028374
144,0.11292865987630547
145,-0.10054453561430869
146,-0.02404701707408985
147,0.1016730264690499
148,-0.10453373464020545
149,-0.014351571662798136
15,0.08484676762926698
150,-0.12237939453984885
151,0.06259986632751237
152,-0.03524496627276064
153,-0.120801624783258
154,0.05232995584809673
155,0.14629840884864348
156,0.021968878721717315
157,-0.07440078002471263
158,0.0574371355554419
159,0.15290627228872558
16,-0.21083131128888263
160,-0.06452621688473495
161,0.008267491647919588
162,0.0007176983438848082
163,-0.008562991602897689
164,-0.21615571421680543
165,0.04087788420960327
166,0.07679919824412118
167,-0.21062248814802423
168,0.10570532189166222
169,-0.12380571930170522
17,-0.22464728082928834
170,0.11613374470295679
171,-0.1525020620601616
172,-0.055756915097532875
173,-0.04326099361133776
174,-0.14242986978060487
175,-0.2816008378404215
176,0.12888247599048258
177,0.13159782306906131
178,0.09242551943407448
179,0.15815228420524324
18,-0.12342074138243259
180,-0.3186629848550564
181,-0.032571777093764666
182,-0.26996456736732255
183,-0.09561909497932605
184,-0.1102326127076051
185,-0.01796337950524864
186,0.021232566666337886
187,-0.08062797562884265
188,0.06440493992408484
189,-0.08779323553243407
19,-0.17469475196782996
190,-0.07027409519811102
191,0.1879214790756963
192,0.07185065199602035
193,0.1822214929633153
194,0.06666555082185023
195,-0.30041640316622203
196,0.11195443650232173
197,-0.12817609338516495
198,-0.12796371252343647
199,-0.07335996348922182
2,0.01165638615459446
2-Aminobutyricacid2-AminobutyrateProductionexport,0.0600512103673582
2-OxobutyrateAlpha-ketobutyrate2-OxobutanoateConsumptionimport,0.03741918300632231
2-OxobutyrateAlpha-ketobutyrate2-OxobutanoateProductionexport,0.08905319900006302
2-methylbutyrate2-methylbutanoicacidConsumptionimport,-0.06263042558653727
20,-0.18851931978832484
200,0.03907231180206863
201,-0.3759290574307
202,0.042513223424887836
203,-0.05874634739698678
204,-0.06716238473988008
205,-0.13043997143224065
206,0.12522792825936094
207,0.13548932444745104
208,-0.12051477575990066
209,0.1864265189055442
21,-0.11228370820603494
210,-0.026251756682570234
211,0.013817879495005974
213,0.03326491326715992
214,0.31630697061464336
215,0.11094694056180038
216,0.03967194585916274
217,-0.1408214829565268
218,0.14197608038243775
219,0.008014940319857767
22,-0.027610202348194855
220,0.0002955195195296556
221,-0.15623451461423316
222,0.18125354680512734
223,0.10359064149462581
224,-0.05582531546263755
225,0.0217992136077326
226,0.16204200777914307
227,0.11245271217819756
228,-0.11148470715925533
229,0.021045435340535327
23,0.050305467220417864
230,-0.14940799972114535
231,0.04766001113782923
232,0.12193254762563267
233,-0.025219330285357555
234,0.1126580268215226
235,-0.07588678203122377
236,-0.07415299457634825
237,0.0800810124736219
238,0.18779796388898423
239,-0.1295698218480203
24,-0.23806271358038014
240,0.20817092535756943
241,0.07932077965869391
242,0.09421785004614622
243,0.2744914601834885
244,-0.11146652819714259
245,0.006473069340802446
246,-0.05981710292461189
247,-0.043301476023324646
248,-0.0044291272119583
249,0.08100162135226625
25,0.013055995259713349
250,-0.1150228961724036
251,0.033523697871127384
252,0.061868639317866625
253,-0.07933878195000649
254,0.3607491576092278
255,-0.12938905586619118
256,0.19354806885084547
257,-0.09450420762107174
258,0.14878737382668675
259,-0.008302640444557013
26,-0.07174425010837229
260,-0.05633222964799925
261,-0.06050872763428751
262,0.06279305444236948
263,-0.1127252238272223
264,-0.1312455359739647
265,-0.14047594399582702
266,0.038485777116398986
267,0.07406119320206749
268,0.062319843790693705
269,-0.192650637248973
27,0.08455348969127371
270,-0.0456701979934812
271,-0.1008099405127885
272,-0.34186313640393795
273,0.30525073854573437
274,-0.1232336044200071
275,0.25249342740808345
276,0.3372211721501111
277,0.004313329516107415
278,0.054677281266262534
279,-0.08567614361082575
28,0.17420103047321525
280,0.003755081635442534
281,-0.18895008824968498
282,0.006084999288295111
283,-0.22069425143185556
284,-0.16736738643919316
285,0.06986319261451279
