Step	Memory_MB	Time
Start	220.471296	2022-11-09 08:35:01
Data loaded	331.546624	2022-11-09 08:35:01
Setup data	442.343424	2022-11-09 08:35:09
Setup Network	480.395264	2022-11-09 08:36:25
Setup Tensorflow NW	736.985088	2022-11-09 08:36:44
Setup Tensorflow	1316.708352	2022-11-09 08:37:06
Initiated Tensorflow	2206.0032	2022-11-09 08:37:10
Prepared Training	2206.0032	2022-11-09 08:37:10
Trained Tensorflow	6616.223744	2022-11-09 09:18:48
Loaded Best Model	6616.223744	2022-11-09 09:18:48
Tensorflow results accuracy	7521.964032	2022-11-09 09:22:50
Tensorflow numgrad 0	7769.513984	2022-11-09 09:24:53
Tensorflow numgrad 1	8242.655232	2022-11-09 09:28:53
Tensorflow numgrad 10	8242.753536	2022-11-09 09:28:53
Tensorflow numgrad 100	8242.85184	2022-11-09 09:28:54
Tensorflow numgrad 101	8242.679808	2022-11-09 09:28:54
Tensorflow numgrad 102	8242.778112	2022-11-09 09:28:55
Tensorflow numgrad 103	8242.876416	2022-11-09 09:28:55
Tensorflow numgrad 104	8242.704384	2022-11-09 09:28:55
Tensorflow numgrad 105	8242.802688	2022-11-09 09:28:56
Tensorflow numgrad 106	8242.630656	2022-11-09 09:28:56
Tensorflow numgrad 107	8242.72896	2022-11-09 09:28:57
Tensorflow numgrad 108	8242.827264	2022-11-09 09:28:57
Tensorflow numgrad 109	8242.655232	2022-11-09 09:28:57
Tensorflow numgrad 11	8242.753536	2022-11-09 09:28:58
Tensorflow numgrad 110	8242.85184	2022-11-09 09:28:58
Tensorflow numgrad 111	8242.679808	2022-11-09 09:28:59
Tensorflow numgrad 112	8242.778112	2022-11-09 09:28:59
Tensorflow numgrad 113	8242.876416	2022-11-09 09:28:59
Tensorflow numgrad 114	8242.704384	2022-11-09 09:29:00
Tensorflow numgrad 115	8242.802688	2022-11-09 09:29:00
Tensorflow numgrad 116	8242.630656	2022-11-09 09:29:01
Tensorflow numgrad 117	8242.72896	2022-11-09 09:29:01
Tensorflow numgrad 118	8242.827264	2022-11-09 09:29:01
Tensorflow numgrad 119	8242.655232	2022-11-09 09:29:02
Tensorflow numgrad 12	8242.753536	2022-11-09 09:29:02
