Step	Memory_MB	Time
Start	220.63104	2022-11-09 09:33:39
Data loaded	332.013568	2022-11-09 09:33:40
Setup data	438.468608	2022-11-09 09:33:49
Setup Network	480.595968	2022-11-09 09:35:12
Setup Tensorflow NW	761.720832	2022-11-09 09:35:33
Setup Tensorflow	1349.476352	2022-11-09 09:35:55
Initiated Tensorflow	2274.742272	2022-11-09 09:35:59
Prepared Training	2276.777984	2022-11-09 09:35:59
Trained Tensorflow	7661.658112	2022-11-09 10:27:26
Loaded Best Model	7661.658112	2022-11-09 10:27:26
Tensorflow results accuracy	8630.800384	2022-11-09 10:31:54
Tensorflow numgrad 0	8895.545344	2022-11-09 10:34:10
Tensorflow numgrad 1	9413.742592	2022-11-09 10:38:36
Tensorflow numgrad 10	9413.685248	2022-11-09 10:38:37
Tensorflow numgrad 100	9413.627904	2022-11-09 10:38:37
Tensorflow numgrad 101	9413.840896	2022-11-09 10:38:37
Tensorflow numgrad 102	9413.783552	2022-11-09 10:38:38
Tensorflow numgrad 103	9413.726208	2022-11-09 10:38:38
Tensorflow numgrad 104	9413.668864	2022-11-09 10:38:39
Tensorflow numgrad 105	9413.61152	2022-11-09 10:38:39
Tensorflow numgrad 106	9413.824512	2022-11-09 10:38:40
Tensorflow numgrad 107	9413.767168	2022-11-09 10:38:40
Tensorflow numgrad 108	9413.709824	2022-11-09 10:38:41
Tensorflow numgrad 109	9413.65248	2022-11-09 10:38:41
Tensorflow numgrad 11	9413.595136	2022-11-09 10:38:41
Tensorflow numgrad 110	9413.808128	2022-11-09 10:38:42
Tensorflow numgrad 111	9413.750784	2022-11-09 10:38:42
Tensorflow numgrad 112	9413.69344	2022-11-09 10:38:43
Tensorflow numgrad 113	9413.636096	2022-11-09 10:38:43
Tensorflow numgrad 114	9413.849088	2022-11-09 10:38:44
Tensorflow numgrad 115	9413.791744	2022-11-09 10:38:44
Tensorflow numgrad 116	9413.7344	2022-11-09 10:38:44
Tensorflow numgrad 117	9413.677056	2022-11-09 10:38:45
Tensorflow numgrad 118	9413.619712	2022-11-09 10:38:45
Tensorflow numgrad 119	9413.832704	2022-11-09 10:38:46
Tensorflow numgrad 12	9413.77536	2022-11-09 10:38:46
Tensorflow numgrad 12-EthanediolEthyleneglycolConsumptionimport	9413.718016	2022-11-09 10:38:47
Tensorflow numgrad 12-EthanediolEthyleneglycolProductionexport	9413.660672	2022-11-09 10:38:47
