Step	Memory_MB	Time
Start	227.708928	2022-11-09 23:32:01
Data loaded	338.915328	2022-11-09 23:32:02
Setup data	426.237952	2022-11-09 23:32:08
Setup Network	456.278016	2022-11-09 23:33:06
Setup Tensorflow NW	715.38688	2022-11-09 23:33:23
Setup Tensorflow	1344.663552	2022-11-09 23:33:47
Initiated Tensorflow	2227.380224	2022-11-09 23:33:50
Prepared Training	2227.380224	2022-11-09 23:33:50
Trained Tensorflow	6129.762304	2022-11-10 00:26:21
Loaded Best Model	6129.762304	2022-11-10 00:26:21
Tensorflow results accuracy	6937.473024	2022-11-10 00:29:39
Tensorflow numgrad 0	7143.923712	2022-11-10 00:31:20
Tensorflow numgrad 1	7538.049024	2022-11-10 00:34:35
Tensorflow numgrad 10	7538.049024	2022-11-10 00:34:36
Tensorflow numgrad 100	7538.049024	2022-11-10 00:34:36
Tensorflow numgrad 101	7538.049024	2022-11-10 00:34:36
Tensorflow numgrad 102	7538.049024	2022-11-10 00:34:37
Tensorflow numgrad 103	7538.049024	2022-11-10 00:34:37
Tensorflow numgrad 104	7538.049024	2022-11-10 00:34:37
Tensorflow numgrad 105	7538.049024	2022-11-10 00:34:38
Tensorflow numgrad 106	7538.049024	2022-11-10 00:34:38
Tensorflow numgrad 107	7538.049024	2022-11-10 00:34:38
Tensorflow numgrad 108	7538.049024	2022-11-10 00:34:39
Tensorflow numgrad 109	7538.049024	2022-11-10 00:34:39
Tensorflow numgrad 11	7538.049024	2022-11-10 00:34:39
Tensorflow numgrad 110	7538.049024	2022-11-10 00:34:40
Tensorflow numgrad 111	7538.049024	2022-11-10 00:34:40
Tensorflow numgrad 112	7538.049024	2022-11-10 00:34:40
Tensorflow numgrad 113	7538.049024	2022-11-10 00:34:40
Tensorflow numgrad 114	7538.049024	2022-11-10 00:34:41
Tensorflow numgrad 115	7538.049024	2022-11-10 00:34:41
Tensorflow numgrad 116	7538.049024	2022-11-10 00:34:41
Tensorflow numgrad 117	7538.049024	2022-11-10 00:34:42
Tensorflow numgrad 118	7538.049024	2022-11-10 00:34:42
Tensorflow numgrad 119	7538.049024	2022-11-10 00:34:42
Tensorflow numgrad 12	7538.049024	2022-11-10 00:34:43
Tensorflow numgrad 12-EthanediolEthyleneglycolConsumptionimport	7538.049024	2022-11-10 00:34:43
Tensorflow numgrad 12-EthanediolEthyleneglycolProductionexport	7538.049024	2022-11-10 00:34:43
