Node,output
0,0.10598599915706844
1,0.8575733770357161
10,0.13120632453513206
100,0.6595816358448047
101,0.6008050350759017
102,0.540339116757485
103,0.5402578747914935
104,0.27842695054552924
105,0.7177675559673636
106,0.5474740810716109
107,0.44117791572735854
108,0.6929003053156112
109,0.5113369782538674
11,0.18311311813226422
110,0.6730391523072194
111,0.4583864099950511
112,0.2314150666797153
113,0.3496302876102398
114,0.29134441991740173
115,0.24444928591856502
116,0.738795695997349
117,0.5347686108995854
118,0.445173953774558
119,0.6133078577524321
12,0.9128814163274078
12-EthanediolEthyleneglycolConsumptionimport,0.6292152648059336
12-EthanediolEthyleneglycolProductionexport,0.65443501294111
12-propanediolPropenediolPropyleneglycolR-12-propanediolR-propane-12-diolS-12-propanediolS-propane-12-diolConsumptionimport,0.474604616152454
12-propanediolPropenediolPropyleneglycolR-12-propanediolR-propane-12-diolS-12-propanediolS-propane-12-diolProductionexport,0.599986983174279
120,0.8536966086537402
121,0.723216103261824
122,0.6486297715922626
123,0.33192812029455404
124,0.6757973025449078
125,0.5061274475280612
126,0.6479072730518458
127,0.29559923466774646
128,0.4578744937937912
129,0.1831347946274681
13,0.5700829240189903
13-PropanediolConsumptionimportproductionexport,0.5069333173083088
13-PropanediolProductionexport,0.8189373281673414
130,0.6214942102911293
131,0.30982607345213997
132,0.5922843599649464
133,0.7344863617500856
134,0.9202283245935444
135,0.3314235783054813
136,0.47214235574429725
137,0.8596508052272045
138,0.4748083505694193
139,0.6997855814828471
14,0.6822091032004294
140,0.63514842143985
141,0.3322013023365555
142,0.22063348649285924
143,0.34189291417110484
144,0.22748177639510705
145,0.23274844052839888
146,0.7706051103062047
147,0.5787748928958976
148,0.3597283989210118
149,0.49233566986142674
15,0.9285361036811103
150,0.8566318330095135
151,0.8525503837648242
152,0.6924422207881136
153,0.608742836649608
154,0.1477341147205836
155,0.30937065430398114
156,0.5291571934474514
157,0.5922153510388839
158,0.40974169861814536
159,0.3065996463070093
16,0.15717439926458487
160,0.6318786421275353
161,0.6828798262390159
162,0.7086246188343939
163,0.8003413093864061
164,0.5629356943262935
165,0.3340806008978143
166,0.6418104065697577
167,0.32923398591983427
168,0.8159066834319755
169,0.45597179348810535
17,0.6437967248471973
170,0.41949797441531883
171,0.5865247211619679
172,0.8186107099128999
173,0.5580927339908026
174,0.3519379139284694
175,0.40069356788701416
176,0.14640288272857213
177,0.567682830541054
178,0.682228321207294
179,0.63944626414325
18,0.7443270487460384
180,0.866621933397125
181,0.7935379318140569
182,0.6899062573834028
183,0.3640542942675203
184,0.8754174589647238
185,0.23464625785246843
186,0.43557696986197136
187,0.22007136799878643
188,0.8638197384930079
189,0.4437039536695387
19,0.4358096609097181
190,0.5291169956309065
191,0.7588114803206811
192,0.3300686236559069
193,0.5973090397504068
194,0.3292027318580306
195,0.5649736225491893
196,0.39593823078708484
197,0.09257990778791238
198,0.5897419628183498
199,0.7954101467558112
2,0.16358356989567222
2-Aminobutyricacid2-AminobutyrateProductionexport,0.6534530460379224
2-OxobutyrateAlpha-ketobutyrate2-OxobutanoateConsumptionimport,0.886755198245777
2-OxobutyrateAlpha-ketobutyrate2-OxobutanoateProductionexport,0.5514119069740681
2-methylbutyrate2-methylbutanoicacidConsumptionimport,0.30807323212019233
20,0.3526728905143587
200,0.3652943612201224
201,0.749503344470714
202,0.6364813717230309
203,0.6437024730052208
204,0.30318160795362253
205,0.6006945955365726
206,0.4979881413534085
207,0.35602267987550285
208,0.2669467993128718
209,0.6407771407709862
21,0.37774174097054064
210,0.19393564929151136
211,0.864135500486871
213,0.5999075048996804
214,0.18239183532064424
215,0.18010774632089188
216,0.6214059253679849
217,0.6186730733802346
218,0.5506973937759957
219,0.4909605342451496
22,0.5101804703178818
220,0.32129511649442566
221,0.5167424884135995
222,0.6582748646474302
223,0.5237241146324687
224,0.5852279242797234
225,0.2766708570572279
226,0.4932379638919196
227,0.7793782838826482
228,0.2739666053352624
229,0.5539405084804856
23,0.34465902948003635
230,0.2918291201750836
231,0.31135869618307516
232,0.2813736477098175
233,0.36390091686791814
234,0.6353161329797944
235,0.46942784814709604
236,0.3630098420788553
237,0.347057263456081
238,0.2601434196809058
239,0.09080909736111276
24,0.30800314453801153
240,0.14905149356538902
241,0.5298170698513488
242,0.5480318148396321
243,0.24762313397291225
244,0.5514820616331684
245,0.9728387008109021
246,0.8852973825710216
247,0.19949569962692298
248,0.5598160668835525
249,0.4694763481099659
25,0.6750979072518664
250,0.5065805728829904
251,0.7409989688810772
252,0.22733283760693984
253,0.6892810366444033
254,0.7582821859212991
255,0.40258967094574727
256,0.26006326609081765
257,0.5440299701549219
258,0.6823900165044811
259,0.7470416669396678
26,0.7032009887536037
260,0.8695797831068213
261,0.8388464268026774
262,0.4243091208448117
263,0.2583744896294128
264,0.044326315085531365
265,0.5826681635468822
266,0.9451359586896652
267,0.16762039417713004
268,0.7720609265599312
269,0.4089953632431171
27,0.7905247023431079
270,0.41980036289705613
271,0.467990870755341
272,0.10963574055787254
273,0.29131083262083013
274,0.45008499111049766
275,0.6464396158795561
276,0.4183130897800655
277,0.8361588271018415
278,0.8015501290313758
279,0.5733407153595893
28,0.34120953780448543
280,0.46467498958264825
281,0.6102145220363425
282,0.43024253532163925
283,0.3488152680808192
284,0.3571141921738841
285,0.5335300769243689
286,0.6353555677221688
287,0.3167180308641093
288,0.6098505723883662
289,0.8334856955411286
29,0.4644177006700965
290,0.48915361469265195
291,0.07902830958113057
292,0.295162364070091
293,0.639474279334935
294,0.5360409606187262
295,0.8958124547067977
