nodes
g__Desulfurivibrio
g__Emcibacter
g__Aurantimicrobium
g__Ancylobacter
g__Luteimicrobium
g__Sulfuricaulis
g__Snodgrassella
g__Thermobifida
g__Phycicoccus
g__Leptotrichia
g__Confluentimicrobium
g__Niastella
g__Nocardiopsis
g__Aquicella
g__Cylindrospermum
g__Zobellella
g__Maricaulis
g__Bergeyella
g__Stanieria
g__Oligella
g__Candidatus Phycorickettsia
g__Kineobactrum
g__Desulfurobacterium
g__Myroides
g__Pauljensenia
g__Bacteriovorax
g__Cupriavidus
g__Limnospira
g__Synechococcus
g__Methanolobus
g__Mycolicibacillus
g__Salinivibrio
g__Piscirickettsia
g__Staphylospora
g__Parascardovia
g__Xylella
g__Antarctobacter
g__Hoyosella
g__Flexistipes
g__Halorhodospira
g__Fluviicola
g__Thiosulfatimonas
g__Enterobacter
g__Bacillus
g__Pseudopropionibacterium
g__Advenella
g__Marinilactibacillus
g__Metallosphaera
g__Wolinella
g__Haloprofundus
g__Citrobacter
g__Aromatoleum
g__Cronobacter
g__Salipiger
g__Plantactinospora
g__Stella
g__Psychrobacter
g__Methyloversatilis
g__Candidatus Nitrosocosmicus
g__Ruminococcus
g__Candidatus Reidiella
g__Galbibacter
g__Olivibacter
g__Peribacillus
g__Ruminiclostridium
g__Acidimicrobium
g__Gardnerella
g__Cloacibacillus
g__Anaerocolumna
g__Commensalibacter
g__Frankia
g__Clostridium
g__Isoptericola
g__Methyloligella
g__Candidatus Izimaplasma
g__Nostoc
g__Seonamhaeicola
g__Niabella
g__Marinomonas
g__Candidatus Methanomethylophilus
g__Polynucleobacter
g__Conexibacter
g__Silicimonas
g__Neorickettsia
g__Paraflavitalea
g__Cuniculiplasma
g__Apilactobacillus
g__Mageeibacillus
g__Hyphobacterium
g__Mucilaginibacter
g__Brevundimonas
g__Opitutus
g__Desulfotomaculum
g__Microcystis
g__Candidatus Carsonella
g__Thermaerobacter
g__Actinoplanes
g__Candidatus Portiera
g__Candidatus Saccharimonas
g__Kerstersia
g__Halolamina
g__Roseburia
g__Desulfurispirillum
g__Enterovibrio
g__Neorhizobium
g__Oscillatoria
g__Ferriphaselus
g__Simplicispira
g__Rodentibacter
g__Thermosulfuriphilus
g__Crateriforma
g__Methanothermus
g__Alkaliphilus
g__Neomicrococcus
g__Lactiplantibacillus
g__Gallibacterium
g__Saccharolobus
g__Salinibacter
g__Bacterioplanes
g__Candidatus Prometheoarchaeum
g__Citricoccus
g__Thermobaculum
g__Microbacterium
g__Kosakonia
g__Shimwellia
g__Ehrlichia
g__Ketobacter
g__Aquifex
g__Ignavibacterium
g__Permianibacter
g__Gimesia
g__Geobacter
g__Kibdelosporangium
g__Rhodoferax
g__Vitreoscilla
g__Gemmata
g__Fischerella
g__Endomicrobium
g__Winogradskyella
g__Micrococcus
g__Amycolatopsis
g__Archaeoglobus
g__Kozakia
g__Zhongshania
g__Dickeya
g__Geovibrio
g__Brachybacterium
g__Pectobacterium
g__Denitratisoma
g__Hoeflea
g__Tatumella
g__Halothece
g__Pseudovibrio
g__Scytonema
g__Candidatus Korarchaeum
g__Acidothermus
g__Oecophyllibacter
g__Pectinatus
g__Stenotrophomonas
g__Kribbella
g__Cyanothece
g__Rahnella
g__Changchengzhania
g__Salinivirga
g__Desulfovibrio
g__Desulfococcus
g__Haloarcula
g__Rhodoplanes
g__Nitrosomonas
g__Arabia
g__Actinomadura
g__Halarchaeum
g__Brenneria
g__Chthonomonas
g__Candidatus Phytoplasma
g__Propionibacterium
g__Caloramator
g__Salinispora
g__Heliobacterium
g__Lacimicrobium
g__Desulfurococcus
g__Halalkaliarchaeum
g__Methanopyrus
g__Pseudohongiella
g__Hydrogenobaculum
g__Desulfofarcimen
g__Terribacillus
g__Desulfotalea
g__Thermodesulfatator
g__Glutamicibacter
g__Roseivivax
g__Glaciihabitans
g__Acholeplasma
g__Parasaccharibacter
g__Pseudothermotoga
g__Sutterella
g__Paraprevotella
g__Sulfurifustis
g__Brevirhabdus
g__Janthinobacterium
g__Moraxella
g__Weeksella
g__Candidatus Moranella
g__Desulfolutivibrio
g__Gluconobacter
g__Belliella
g__Schlegelella
g__Adhaeribacter
g__Massilistercora
g__Candidatus Midichloria
g__Lactococcus
g__Phocaeicola
g__Thermodesulfobacterium
g__Grimontia
g__Auricoccus
g__Candidatus Kinetoplastibacterium
g__Acidianus
g__Entomoplasma
g__Raoultella
g__Methylobacterium
g__Thermomicrobium
g__Butyrivibrio
g__Actinomyces
g__Dyadobacter
g__Faecalibaculum
g__Photobacterium
g__Labrys
g__Martelella
g__Liberibacter
g__Luteimonas
g__Herbaspirillum
g__Tardibacter
g__Halosimplex
g__Conexivisphaera
g__Halomonas
g__Frederiksenia
g__Hathewaya
g__Buchnera
g__Lachnoanaerobaculum
g__Luteibacter
g__Brochothrix
g__Candidatus Paracaedibacter
g__Paraoceanicella
g__Lutibacter
g__Syntrophothermus
g__Methanothrix
g__Lelliottia
g__Orientia
g__Rummeliibacillus
g__Paraliobacillus
g__Isosphaera
g__Nodularia
g__Georhizobium
g__Candidatus Cardinium
g__Tsukamurella
g__Moorella
g__Ruegeria
g__Glycocaulis
g__Pyrolobus
g__Mesobacillus
g__Thiobacillus
g__Candidatus Desulfofervidus
g__Gracilibacillus
g__Treponema
g__Candidatus Phaeomarinobacter
g__Leptothrix
g__Neoasaia
g__Planctopirus
g__Hyperthermus
g__Formosa
g__Kordia
g__Akkermansia
g__Wigglesworthia
g__Elizabethkingia
g__Mycoplasmopsis
g__Parolsenella
g__Undibacterium
g__Spirochaeta
g__Desulfarculus
g__Pedobacter
g__Zobellia
g__Paenarthrobacter
g__Altibacter
g__Kurthia
g__Cytobacillus
g__Limnoglobus
g__Pseudoclostridium
g__Muricauda
g__Odoribacter
g__Dehalococcoides
g__Methanosarcina
g__Faecalitalea
g__Sulfurospirillum
g__Teredinibacter
g__Desulfitobacterium
g__Leptolyngbya
g__Staphylothermus
g__Burkholderia
g__Euzebyella
g__Tamlana
g__Alicycliphilus
g__Histophilus
g__Blattabacterium
g__Desulfuromonas
g__Steroidobacter
g__Methanofervidicoccus
g__Thauera
g__Austwickia
g__Mediterraneibacter
g__Micavibrio
g__Leucobacter
