nodes
g__Asaia
g__Pantoea
g__Plantactinospora
g__Nitrospirillum
g__Vogesella
g__Prosthecochloris
g__Desulfobacula
g__Thermanaerovibrio
g__Microbacterium
g__Phascolarctobacterium
g__Otariodibacter
g__Terasakiella
g__Halarcobacter
g__Jiangella
g__Nitrobacter
g__Mesoflavibacter
g__Thermoplasma
g__Arthrospira
g__Parolsenella
g__Capnocytophaga
g__Salinisphaera
g__Butyrivibrio
g__Youhaiella
g__Anaerococcus
g__Thermomonospora
g__Roseateles
g__Apibacter
g__Altibacter
g__Zhongshania
g__Aureitalea
g__Winkia
g__Gynuella
g__Sulfolobus
g__Devriesea
g__Natronomonas
g__Paenalcaligenes
g__Candidatus Nesciobacter
g__Oerskovia
g__Kaistella
g__Flavonifractor
g__Candidatus Nitrosomarinus
g__Thiosulfativibrio
g__Apilactobacillus
g__Glaciihabitans
g__Thermosulfurimonas
g__Pararhodospirillum
g__Solibacillus
g__Litorilituus
g__Novosphingopyxis
g__Planobispora
g__Frischella
g__Siansivirga
g__Micrococcus
g__Sulfurivermis
g__Brucella
g__Brachybacterium
g__Pseudescherichia
g__Maritalea
g__Denitrovibrio
g__Olleya
g__Acinetobacter
g__Aurantimicrobium
g__Thalassotalea
g__Candidatus Doolittlea
g__Pragia
g__Actinosynnema
g__Fluviicola
g__Novibacillus
g__Candidatus Cloacimonas
g__Acidothermus
g__Candidatus Cyclonatronum
g__Candidatus Vampirococcus
g__Pseudohalocynthiibacter
g__Mycetohabitans
g__Ereboglobus
g__Pontibacillus
g__Gillisia
g__Shigella
g__Gilliamella
g__Marivirga
g__Anaerocolumna
g__Weissella
g__Leifsonia
g__Zhihengliuella
g__Petrocella
g__Chthonomonas
g__Woeseia
g__Loigolactobacillus
g__Dehalogenimonas
g__Euzebyella
g__Thermanaeromonas
g__Phytohabitans
g__Oceanihabitans
g__Actinobacillus
g__Ciceribacter
g__Qipengyuania
g__Polynucleobacter
g__Citromicrobium
g__Laribacter
g__Silvanigrella
g__Erwinia
g__Haloterrigena
g__Spartinivicinus
g__Cloacibacterium
g__Saccharospirillum
g__Pasteurella
g__Methanococcus
g__Phocaeicola
g__Deefgea
g__Thiodictyon
g__Candidatus Reidiella
g__Lacipirellula
g__Candidatus Amoebophilus
g__Comamonas
g__Devosia
g__Thermochromatium
g__Gemmatimonas
g__Roseburia
g__Fimbriimonas
g__Kineococcus
g__Litoricola
g__Francisella
g__Ferriphaselus
g__Haloactinobacterium
g__Acidithiobacillus
g__Vespertiliibacter
g__Parabacteroides
g__Candidatus Promineofilum
g__Faecalitalea
g__Neorhizobium
g__Halobacteriovorax
g__Frondihabitans
g__Thioclava
g__Lawsonia
g__Mycolicibacter
g__Cloacibacillus
g__Blastomonas
g__Massilia
g__Synechocystis
g__Thermacetogenium
g__Erythrobacter
g__Terriglobus
g__Boseongicola
g__Hydrogenophaga
g__Adlercreutzia
g__Achromobacter
g__Thiospirochaeta
g__Romboutsia
g__Leisingera
g__Schleiferilactobacillus
g__Salinicola
g__Antarctobacter
g__Petrimonas
g__Kosakonia
g__Desulfomicrobium
g__Lelliottia
g__Rubrobacter
g__Rickettsiella
g__Adhaeribacter
g__Petrotoga
g__Dinoroseobacter
g__Gallibacterium
g__Methanobacterium
g__Brochothrix
g__Halogeometricum
g__Rhodopseudomonas
g__Actinoalloteichus
g__Simonsiella
g__Candidatus Nanosynbacter
g__Lachnospira
g__Paraburkholderia
g__Opitutus
g__Kosmotoga
g__Ktedonosporobacter
g__Confluentimicrobium
g__Sulfobacillus
g__Tetrasphaera
g__Amylolactobacillus
g__Ignavibacterium
g__Aeribacillus
g__Tistrella
g__Halalkalicoccus
g__Peptacetobacter
g__Aromatoleum
g__Tabrizicola
g__Caloramator
g__Hydrogenobacter
g__Ketogulonicigenium
g__Fervidicoccus
g__Candidatus Nasuia
g__Paraphotobacterium
g__Zobellia
g__Elizabethkingia
g__Alkalihalobacillus
g__Peptoniphilus
g__Actinopolyspora
g__Ornithinimicrobium
g__Niastella
g__Advenella
g__Phoenicibacter
g__Gloeothece
g__Pistricoccus
g__Roseovarius
g__Ectothiorhodospira
g__Martelella
g__Truepera
g__Flintibacter
g__Mycobacteroides
g__Weeksella
g__Sphingobacterium
g__Parageobacillus
g__Oscillatoria
g__Pusillimonas
g__Aerococcus
g__Desulfobacca
g__Breoghania
g__Anaerolinea
g__Gryllotalpicola
g__Anaerobutyricum
g__Algoriphagus
g__Rufibacter
g__Saccharopolyspora
g__Roseivivax
g__Roseobacter
g__Sideroxydans
g__Candidatus Nanopelagicus
g__Mannheimia
g__Ewingella
g__Renibacterium
g__Nibribacter
g__Vulcanisaeta
g__Gallaecimonas
g__Cohaesibacter
g__Desulfallas
g__Natrinema
g__Herminiimonas
g__Chania
g__Ligilactobacillus
g__Citricoccus
g__Candidatus Saccharimonas
g__Komagataeibacter
g__Faecalibacterium
g__Candidatus Hodgkinia
g__Auritidibacter
g__Chromobacterium
g__Methanofollis
g__Phycicoccus
g__Orientia
g__Janthinobacterium
g__Planococcus
g__Duncaniella
g__Thermobifida
g__Pajaroellobacter
g__Thermoanaerobacter
g__Simiduia
g__Xenorhabdus
g__Oceanobacillus
g__Rhizobium
g__Halorussus
g__Blastococcus
g__Lautropia
g__Pauljensenia
g__Owenweeksia
g__Jeotgalibaca
g__Jeotgalibacillus
g__Cutibacterium
g__Plantibacter
g__Thalassococcus
g__Kordia
g__Methylophaga
g__Candidatus Thioglobus
g__Microterricola
g__Delftia
g__Dehalobacter
g__Alienimonas
g__Candidatus Portiera
g__Ruthenibacterium
g__Azorhizobium
g__Pseudopropionibacterium
g__Kerstersia
g__Lacticaseibacillus
g__Microcella
g__Melaminivora
g__Lentzea
g__Microvirgula
g__Bermanella
g__Starkeya
g__Phenylobacterium
g__Thermus
g__Thermogutta
g__Neomicrococcus
g__Carboxydothermus
g__Lacibacter
g__Macrococcus
g__Hydrogenobaculum
g__Algibacter
g__Pseudoxanthomonas
g__Anabaena
g__Mesorhizobium
g__Celeribacter
g__Belliella
g__Chryseobacterium
g__Halopiger
g__Methylacidiphilum
g__Reinekea
g__Salipiger
g__Acidiphilium
g__Thermoproteus
g__Sinomonas
g__Proteus
g__Taylorella
g__Acidisarcina
g__Pseudonocardia
g__Photorhabdus
g__Xylella
g__Stanieria
g__Thiohalobacter
g__Pseudolabrys
g__Acetilactobacillus
g__Maribacter
g__Gudongella
g__Altererythrobacter
g__Haliscomenobacter
g__Thalassolituus
g__Endozoicomonas
g__Humibacter
g__Candidatus Desulforudis
g__Candidatus Sneabacter
g__Propionibacterium
g__Candidatus Phaeomarinobacter
g__Simplicispira
g__Candidatus Xiphinematobacter
g__Salinibacterium
g__Methylobacillus
g__Thiomicrospira
g__Psychroflexus
g__Gottschalkia
g__Brachyspira
g__Alcanivorax
g__Roseiflexus
g__Coraliomargarita
g__Cyanobacterium
g__Moraxella
g__Desulfarculus
g__Undibacterium
g__Pyrolobus
g__Chloracidobacterium
g__Amniculibacterium
g__Acetobacter
g__Kyrpidia
g__Coprothermobacter
g__Cyclobacterium
g__Sandaracinus
g__Listeria
g__Candidatus Koribacter
g__Zunongwangia
g__Sphaerobacter
g__Raineyella
g__Pannonibacter
g__Oricola
g__Pyrodictium
g__Alteromonas
g__Neobacillus
g__Staphylococcus
g__Bremerella
g__Parasaccharibacter
g__Methanobrevibacter
g__Bythopirellula
g__Candidatus Nitrosoglobus
g__Catenulispora
g__Geoalkalibacter
g__Rahnella
g__Arsenophonus
g__Sulfuritalea
g__Odoribacter
g__Variibacter
g__Candidatus Nucleicultrix
g__Methanosalsum
g__Candidatus Bipolaricaulis
g__Prevotella
g__Aggregatibacter
g__Dialister
g__Mesobacillus
g__Candidatus Protochlamydia
g__Nonlabens
g__Salinibaculum
g__Pelagibacterium
g__Aquitalea
g__Tateyamaria
g__Agarivorans
g__Caedibacter
g__Ureibacillus
g__Euzebya
g__Hypericibacter
g__Bombilactobacillus
g__Ruminiclostridium
g__Pseudopuniceibacterium
g__Candidatus Fokinia
g__Tissierella
g__Tomitella
g__Erysipelothrix
g__Halostella
g__Epidermidibacterium
g__Lachnoanaerobaculum
g__Oligotropha
g__Halostagnicola
g__Micavibrio
g__Oceanicola
g__Methanosphaera
g__Intrasporangium
g__Thiocystis
g__Rubinisphaera
g__Indioceanicola
g__Nitratifractor
g__Stackebrandtia
g__Xanthomonas
g__Alkaliphilus
g__Magnetococcus
g__Oryzomicrobium
g__Aquimarina
g__Parvimonas
g__Catenovulum
g__Mycobacterium
g__Marinomonas
g__Glutamicibacter
g__Agarilytica
g__Fischerella
g__Permianibacter
g__Aminipila
g__Microcoleus
g__Serpentinomonas
g__Mobiluncus
g__Orrella
g__Stenotrophomonas
g__Hydrocarboniclastica
g__Verrucomicrobium
g__Dehalococcoides
g__Methylotenera
g__Cuniculiplasma
g__Paludibacter
g__Microscilla
g__Neochlamydia
g__Aquicella
g__Kordiimonas
g__Gemmata
g__Halorubrum
g__Candidatus Methanoplasma
g__Desulfobulbus
g__Haloferax
g__Deferribacter
g__Libanicoccus
g__Trichormus
g__Pseudobacter
g__Blattabacterium
g__Myroides
g__Salaquimonas
g__Grimontia
g__Gallionella
g__Levilactobacillus
g__Labilithrix
g__Hathewaya
g__Candidatus Syntrophocurvum
g__Methylomonas
g__Beijerinckia
g__Candidatus Atelocyanobacterium
g__Polaribacter
g__Saccharibacillus
g__Mycoavidus
