iteration,train,validation,error,accuracy,breakCounter
1,104.2728156994428,313.6735229396742,0.49797815054132377,0.515625,0
2,103.83229747025726,313.01939334266416,0.5083902057366998,0.46875,0
3,103.71283083832787,312.6834144692465,0.5145336466254729,0.4921875,0
4,103.5951660376043,312.37451092723194,0.5155138099851302,0.5,0
5,103.41868403855331,311.98165249834295,0.5122198195504931,0.5078125,0
6,103.2097769391467,311.5662616557949,0.5077301928328963,0.515625,0
7,103.03768660276876,311.17913559467667,0.5060068432824311,0.484375,0
8,102.88765394064247,310.8097501207046,0.5001297343647562,0.5,0
9,102.77246908884905,310.449936587269,0.49418403106786163,0.4765625,0
10,102.6292120830898,310.07291010245933,0.4910957403084716,0.4921875,0
20,101.16571157470689,306.1411688352901,0.4569172240743178,0.6015625,0
30,99.75759045592913,302.22231495698026,0.4489692213754286,0.5859375,0
40,98.38309887296046,298.23811098372204,0.4403479903864773,0.625,0
50,97.02833148757763,294.28565494799994,0.43558112915792246,0.625,0
60,95.68350644649776,290.36308342880295,0.4330363614925128,0.625,0
70,94.3531448315312,286.44253908463077,0.4271017799391446,0.640625,0
80,93.03579066441311,282.5529625746387,0.4247321797770866,0.640625,0
90,91.73477793746416,278.6843077306219,0.42322635511354467,0.6328125,0
100,90.44750524280538,274.84713790301885,0.4222035308702117,0.640625,0
110,89.17535010073142,271.03893431598334,0.41907551567684864,0.625,0
120,87.91586506071653,267.26791659730895,0.41678856716441737,0.625,0
130,86.67025730132617,263.5296669381959,0.41318716091049124,0.625,0
140,85.44271434612632,259.83202181955824,0.40993110006263483,0.6328125,0
150,84.22610586563378,256.17504493054776,0.40748129136359423,0.640625,0
160,83.03012361918658,252.56068461658307,0.40548166173388106,0.640625,0
170,81.84611009723754,248.9957476683474,0.40497498456698866,0.640625,0
180,80.67696343408439,245.47209294386005,0.4038155270206846,0.625,0
190,79.52190967133623,241.992512657332,0.4033149291567804,0.6328125,0
200,78.38088018566367,238.553058248682,0.4027406825014187,0.640625,0
210,77.25596925140198,235.15583289261042,0.40229200044108393,0.640625,0
220,76.14611840287026,231.8017343140471,0.4020332939599091,0.640625,0
230,75.05029798224817,228.4902552334529,0.40221588905925176,0.6328125,0
240,73.96881163933186,225.22075080887183,0.40197773660250785,0.640625,0
250,72.90187316807688,221.99436424579514,0.4019012143841474,0.6328125,0
260,71.84856303221842,218.81030987645482,0.40189688796718015,0.640625,0
270,70.809108260441,215.66772440378224,0.4014923884451598,0.640625,0
280,69.78328474181411,212.5670485110627,0.4008496603529211,0.640625,0
290,68.77077990747551,209.5063867044886,0.40028946465588783,0.6484375,0
300,67.77219701354137,206.48657164286314,0.3995308799918028,0.65625,0
310,66.7868488729662,203.50645013182344,0.3989664167247273,0.65625,0
320,65.81406811350217,200.5656511163907,0.3982984331479066,0.65625,0
330,64.85480657112467,197.66541110368556,0.39729281295539426,0.6484375,0
