Node,output
0,0.768394677389244
1,0.6870540295642839
10,0.4400617059500857
100,0.8470975458123348
101,0.40208915686965585
102,0.3025769954082268
103,0.6426901406690377
104,0.3826041208439597
105,0.410543591376818
106,0.6366673225320633
107,0.22812913204106675
108,0.30037227844319847
109,0.12096762619195191
11,0.48794072018487794
110,0.29512422575327124
111,0.3897081230230225
112,0.4205593425915775
113,0.27134572826622677
114,0.7105686415962377
115,0.6664719672482834
116,0.27324056851172274
117,0.4056624396396672
118,0.39344483575160916
119,0.2517156205695588
12,0.8921739002560994
12-EthanediolEthyleneglycolConsumptionimport,0.38600341618778067
12-EthanediolEthyleneglycolProductionexport,0.3706938383247883
12-propanediolPropenediolPropyleneglycolR-12-propanediolR-propane-12-diolS-12-propanediolS-propane-12-diolConsumptionimport,0.6085934230020702
12-propanediolPropenediolPropyleneglycolR-12-propanediolR-propane-12-diolS-12-propanediolS-propane-12-diolProductionexport,0.30120432887599646
120,0.6330469899890547
121,0.5924717200116669
122,0.31173166491594934
123,0.7546225465313575
124,0.7429653224960351
125,0.5461290315647184
126,0.22456946608629202
127,0.2933603946425405
128,0.5820745742391186
129,0.3304447977724837
13,0.4828039451842448
13-PropanediolConsumptionimportproductionexport,0.6034772160587529
13-PropanediolProductionexport,0.8592483169474248
130,0.4385082363460161
131,0.4595380890616268
132,0.1690878549590832
133,0.6178542937750096
134,0.267715590906777
135,0.5614791573121458
136,0.6330758970600256
137,0.6629435409173421
138,0.27601365292478636
139,0.35709395271497524
14,0.2476330493203988
140,0.9085005720466901
141,0.7475409542327444
142,0.7371025269699949
143,0.4641386051002108
144,0.9026115210756469
145,0.6140937332259625
146,0.150065357096035
147,0.6598606748276634
148,0.48444512596235095
149,0.43693612280820493
15,0.45799282213338544
150,0.0939441942634847
151,0.7108313151782607
152,0.2271342217073967
153,0.8607192723801957
154,0.7281560321350556
155,0.5647931252080212
156,0.2820818542427343
157,0.7317292115349681
158,0.37006511771388656
159,0.45592202538843224
16,0.6268365200848584
160,0.16496232476757983
161,0.7158161414543681
162,0.6068959094221636
163,0.4758871522370435
164,0.35767207438610643
165,0.4218818733071966
166,0.25179597686758465
167,0.8641595581726649
168,0.5802395186732117
169,0.8546716515530116
17,0.7422201849482569
170,0.2942207144178661
171,0.39664105431229035
172,0.6199152274597042
173,0.6281352458357079
174,0.2763051978039313
175,0.6258764372010921
176,0.6896201400451725
177,0.34468145999961275
178,0.5385013446588212
179,0.2940316958182045
18,0.3146912714567551
180,0.23223239154489408
181,0.2992661092315146
182,0.43802251498196393
183,0.3092549595774206
184,0.3904237614934767
185,0.5676726285275038
186,0.5326288515261037
187,0.4812756184296375
188,0.7866379454353786
189,0.24608345007246543
19,0.40087492817745135
190,0.6810156994474295
191,0.7665032603554949
192,0.243085869568108
193,0.44030985059479066
194,0.7127115297087189
195,0.475278684147976
196,0.3523176093159827
197,0.5703470281202896
198,0.4716609730626994
199,0.42613695885548863
2,0.25825418664078315
2-Aminobutyricacid2-AminobutyrateProductionexport,0.3629831169211816
2-OxobutyrateAlpha-ketobutyrate2-OxobutanoateConsumptionimport,0.34315228525282593
2-OxobutyrateAlpha-ketobutyrate2-OxobutanoateProductionexport,0.39496382845701655
2-methylbutyrate2-methylbutanoicacidConsumptionimport,0.17395310862215824
20,0.691942002770752
200,0.7555278624340493
201,0.5168342093801587
202,0.2954653025331436
203,0.3948246924027521
204,0.3201718552592145
205,0.32000662003973784
206,0.24021231659182302
207,0.5955768362250897
208,0.490700673815434
209,0.8494144226554452
21,0.28655510496284264
210,0.19854911537165598
211,0.4745023990110071
213,0.647116717384428
214,0.15403526733757156
215,0.6889514856519405
216,0.624154407948603
217,0.7155129413566471
218,0.5418746008995237
219,0.9080995984110384
22,0.5500208883185762
220,0.5678576086033544
221,0.47856450563599917
222,0.44757909060019313
223,0.7570576086141823
224,0.5829146755773529
225,0.5779234105206923
226,0.6764278186498617
227,0.6052731460317634
228,0.8001627328767917
229,0.0757440279470833
23,0.8995112529087126
230,0.6294551858123115
231,0.43257127855068056
232,0.1860604710036882
233,0.5167216279701119
234,0.6211634552508414
235,0.9180940244159927
236,0.7843961437601674
237,0.7833846489315542
238,0.19735854940407813
239,0.20270647482439239
24,0.6382538320919839
240,0.8122244516192053
241,0.2641168811551928
242,0.18919839071396635
243,0.7383784128361068
244,0.7664502976172247
245,0.7889570327499029
246,0.21847498565625603
247,0.2706693127291023
248,0.37730867025521087
249,0.3845459607898048
25,0.5643994797492538
250,0.7097457849108053
251,0.3278762551865941
252,0.3897040062497007
253,0.6894969549701055
254,0.7336745072895954
255,0.7819428699087678
256,0.5986203255425064
257,0.513389503837221
258,0.6052762130201601
259,0.6494523036396536
26,0.4244476431446451
260,0.48253459228961326
261,0.48855926498979424
262,0.6086369573094017
263,0.4299195135073722
264,0.7731118078270866
265,0.6992817073638076
266,0.39236014407656394
267,0.5151316463700158
268,0.219869265674869
269,0.6194556021397944
27,0.3632773548254495
270,0.7971400886200494
271,0.6359305779189783
272,0.1572750226675051
273,0.6442473767813164
274,0.7072367335075435
275,0.42531188118516544
276,0.8281130044573181
277,0.6881086241346364
278,0.4883991167960039
279,0.3321710318877417
28,0.2564154206755358
280,0.23113356972098872
281,0.16500224472211128
282,0.4505443988082077
283,0.3641891030374124
284,0.1563222421823918
285,0.28357341440633926
286,0.5219457889787108
287,0.17148811154661994
288,0.6812878682845775
289,0.5418768726521477
29,0.08228069253964694
290,0.3241674194407455
291,0.6431657786482329
292,0.5824271708936544
293,0.6891594450636065
294,0.5290013994291602
