Step	Memory_MB	Time
Start	220.34432	2022-11-09 07:23:28
Data loaded	331.767808	2022-11-09 07:23:29
Setup data	428.601344	2022-11-09 07:23:35
Setup Network	462.553088	2022-11-09 07:24:42
Setup Tensorflow NW	711.733248	2022-11-09 07:25:00
Setup Tensorflow	1283.649536	2022-11-09 07:25:22
Initiated Tensorflow	2133.254144	2022-11-09 07:25:25
Prepared Training	2135.240704	2022-11-09 07:25:25
Trained Tensorflow	6220.02176	2022-11-09 08:21:49
Loaded Best Model	6220.02176	2022-11-09 08:21:49
Tensorflow results accuracy	7052.009472	2022-11-09 08:25:26
Tensorflow numgrad 0	7278.83776	2022-11-09 08:27:17
Tensorflow numgrad 1	7727.919104	2022-11-09 08:30:52
Tensorflow numgrad 10	7727.910912	2022-11-09 08:30:53
Tensorflow numgrad 100	7727.90272	2022-11-09 08:30:53
Tensorflow numgrad 101	7727.894528	2022-11-09 08:30:53
Tensorflow numgrad 102	7727.886336	2022-11-09 08:30:54
Tensorflow numgrad 103	7728.14848	2022-11-09 08:30:54
Tensorflow numgrad 104	7728.140288	2022-11-09 08:30:54
Tensorflow numgrad 105	7728.132096	2022-11-09 08:30:55
Tensorflow numgrad 106	7728.123904	2022-11-09 08:30:55
Tensorflow numgrad 107	7728.115712	2022-11-09 08:30:55
Tensorflow numgrad 108	7728.10752	2022-11-09 08:30:56
Tensorflow numgrad 109	7728.099328	2022-11-09 08:30:56
Tensorflow numgrad 11	7728.091136	2022-11-09 08:30:56
Tensorflow numgrad 110	7728.082944	2022-11-09 08:30:57
Tensorflow numgrad 111	7728.074752	2022-11-09 08:30:57
Tensorflow numgrad 112	7728.06656	2022-11-09 08:30:58
Tensorflow numgrad 113	7728.058368	2022-11-09 08:30:58
Tensorflow numgrad 114	7728.050176	2022-11-09 08:30:58
Tensorflow numgrad 115	7728.041984	2022-11-09 08:30:59
Tensorflow numgrad 116	7728.033792	2022-11-09 08:30:59
Tensorflow numgrad 117	7728.0256	2022-11-09 08:30:59
Tensorflow numgrad 118	7728.017408	2022-11-09 08:31:00
